player,nationality,position,squad,age,value,height,foot,league,games_17,minutes_17,shots_total_17,goal_kicks_17,goals_17,assists_17,cards_yellow_17,cards_red_17,passes_17,corner_kicks_17,throw_ins_17,tackles_17,blocks_17,interceptions_17,clearances_17,touches_17,dribbles_17,offsides_17,errors_17,fouls_17,fouled_17,games_18,minutes_18,shots_total_18,goal_kicks_18,goals_18,assists_18,cards_yellow_18,cards_red_18,passes_18,corner_kicks_18,throw_ins_18,tackles_18,blocks_18,interceptions_18,clearances_18,touches_18,dribbles_18,offsides_18,errors_18,fouls_18,fouled_18,games_19,minutes_19,shots_total_19,goal_kicks_19,goals_19,assists_19,cards_yellow_19,cards_red_19,passes_19,corner_kicks_19,throw_ins_19,tackles_19,blocks_19,interceptions_19,clearances_19,touches_19,dribbles_19,offsides_19,errors_19,fouls_19,fouled_19
RubĂ©n,es ESP,GK,Osasuna,35,500,187,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1583,0,143,0,0,0,0,525,0,0,0,0,0,1,560,2,0,0,0,2
RubĂ©n Alcaraz,es ESP,MF,Valladolid,28,8000000,183,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1927,33,0,2,2,10,0,1059,19,4,59,57,16,68,1330,29,0,0,37,57
RubĂ©n Blanco,es ESP,GK,Celta Vigo,24,8000000,188,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2960,0,294,0,0,4,0,990,0,1,0,0,0,2,1068,0,0,1,1,4
RubĂ©n Duarte,es ESP,DF,AlavĂ©s,23,4000000,172,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2663,20,0,0,1,11,0,1310,4,302,69,62,19,128,1651,10,0,1,45,39
RubĂ©n GarcĂ­a,es ESP,"MF,FW",Osasuna,26,20000,180,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2188,52,0,8,2,6,0,1022,84,22,51,46,9,22,1354,44,7,0,45,26
RubĂ©n Pardo,es ESP,MF,Bordeaux,26,2000000,181,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,188,2,0,1,0,0,0,112,2,0,3,1,1,4,131,1,0,0,2,1
RubĂ©n PeĂ±a,es ESP,DF,Villarreal,28,6000000,170,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1909,6,0,2,2,5,0,1313,0,212,48,51,20,60,1579,50,1,0,39,22
RubĂ©n PĂ©rez,es ESP,MF,LeganĂ©s,30,6000000,178,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2194,19,0,1,1,9,0,1142,0,2,60,46,28,45,1379,18,0,0,34,41
RubĂ©n Rochina,es ESP,MF,Levante,28,3000000,182,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1875,59,0,5,3,5,0,967,26,16,44,27,13,29,1281,65,2,0,29,47
RubĂ©n Sobrino,es ESP,"FW,MF",Valencia,27,2000000,185,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,170,5,0,1,0,0,0,51,0,0,6,3,1,1,90,7,1,0,7,7
Rui PatrĂ­cio,pt POR,GK,Wolves,31,16000000,190,left,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3420,0,282,0,0,0,0,862,0,0,0,1,0,1,903,0,0,1,0,7
Rui Silva,pt POR,GK,Granada,25,10000000,191,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3150,0,301,0,0,3,0,1279,0,0,0,0,0,4,1367,1,0,1,0,4
Rune Jarstein,no NOR,GK,Hertha BSC,34,80000,192,right,Bundesliga,31.0,2790.0,1.0,233.0,0.0,0.0,2.0,0.0,1093.0,0.0,0.0,0.0,0.0,0.0,1.0,1187.0,0.0,0.0,1.0,0.0,5.0,31.0,2745.0,0.0,277.0,0.0,0.0,2.0,0.0,1161.0,0.0,0.0,0.0,0.0,0.0,2.0,1228.0,0.0,0.0,1.0,0.0,3.0,29,2547,0,221,0,0,1,1,1007,0,0,0,0,0,1,1070,1,0,2,0,7
Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,26,11000000,181,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1535,78,0,8,3,7,1,979,52,9,21,16,3,8,1267,82,3,0,32,55
Ryad Boudebouz,dz ALG,"MF,FW",Saint-Ă‰tienne,29,2000000,177,left,Ligue 1,27.0,1364.0,19.0,0.0,2.0,3.0,2.0,0.0,840.0,21.0,4.0,24.0,20.0,9.0,6.0,1007.0,53.0,1.0,0.0,20.0,18.0,20.0,1434.0,22.0,0.0,2.0,4.0,4.0,2.0,686.0,38.0,6.0,20.0,26.0,4.0,10.0,956.0,36.0,0.0,0.0,12.0,18.0,24,1597,24,0,1,4,0,0,964,52,2,24,17,9,5,1141,48,2,0,9,19
Ryan Bennett,eng ENG,DF,Wolves,29,4000000,188,right,Premier League,,,,,,,,,,,,,,,,,,,,,,34.0,3060.0,15.0,0.0,1.0,0.0,12.0,0.0,1387.0,0.0,52.0,68.0,72.0,24.0,142.0,1709.0,1.0,1.0,1.0,37.0,11.0,16,937,0,0,0,0,2,0,460,0,32,9,18,9,60,563,0,0,1,7,1
Ryan Bertrand,eng ENG,DF,Southampton,29,10000000,179,left,Premier League,35.0,3135.0,20.0,0.0,0.0,4.0,2.0,0.0,1921.0,33.0,296.0,39.0,67.0,34.0,50.0,2225.0,42.0,1.0,1.0,32.0,33.0,24.0,2160.0,15.0,0.0,1.0,0.0,8.0,0.0,1094.0,30.0,211.0,36.0,36.0,26.0,46.0,1316.0,21.0,0.0,0.0,27.0,22.0,32,2742,19,0,1,1,3,1,1656,25,344,48,52,26,76,1984,26,1,1,27,32
Ryan Fraser,sco SCO,"MF,FW",Bournemouth,25,17000000,163,right,Premier League,26.0,2004.0,31.0,0.0,5.0,3.0,0.0,0.0,1008.0,55.0,40.0,12.0,30.0,11.0,22.0,1218.0,19.0,1.0,0.0,6.0,47.0,38.0,3166.0,50.0,0.0,7.0,14.0,2.0,0.0,1505.0,112.0,16.0,14.0,41.0,13.0,22.0,1807.0,44.0,10.0,0.0,6.0,67.0,28,2067,27,0,1,4,2,0,950,64,19,9,28,10,18,1135,23,1,0,10,36
Ryan Fredericks,eng ENG,DF,West Ham,26,4000000,181,right,Premier League,,,,,,,,,,,,,,,,,,,,,,15.0,1086.0,5.0,0.0,1.0,0.0,5.0,0.0,548.0,0.0,99.0,31.0,31.0,7.0,56.0,697.0,12.0,1.0,0.0,9.0,10.0,27,2237,3,0,0,3,7,0,1096,0,206,86,42,20,91,1382,29,0,0,25,21
Ryan Sessegnon,eng ENG,DF,Tottenham,19,31000000,178,left,Premier League,,,,,,,,,,,,,,,,,,,,,,35.0,2300.0,28.0,0.0,2.0,6.0,0.0,0.0,829.0,29.0,64.0,37.0,55.0,13.0,29.0,1144.0,65.0,16.0,0.0,20.0,22.0,6,342,1,0,0,0,0,0,195,1,24,5,4,4,15,238,3,2,0,4,2
RĂ©gis Gurtner,fr FRA,GK,Amiens,32,1000000,182,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2520,0,254,0,0,0,0,821,0,0,0,0,0,0,897,1,0,1,0,6
RĂ©mi Walter,fr FRA,MF,Nice,24,1000000,174,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53,0,0,0,0,0,0,25,0,0,1,1,0,0,31,1,0,0,1,1
RĂ´mulo,it ITA,MF,Brescia,32,1000000,178,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1723,17,0,1,3,3,0,548,5,7,32,24,7,8,722,45,8,0,27,24
RĂşben Neves,pt POR,MF,Wolves,22,40000000,180,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3056,62,0,2,2,9,0,1974,9,6,64,70,31,53,2285,32,0,0,29,16
RĂşben Vezo,pt POR,DF,Levante,25,4000000,182,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2610,11,0,0,0,4,0,1164,0,1,51,51,28,189,1492,6,1,2,29,26
RĂşben Vinagre,pt POR,DF,Wolves,20,9000000,174,left,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,652,5,0,0,0,1,0,344,0,70,25,20,10,20,470,41,0,0,7,8
RĂşnar Alex RĂşnarsson,is ISL,GK,Dijon,24,1000000,186,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,901,0,81,0,0,0,0,327,0,0,0,0,0,1,351,1,0,1,0,2
Sabin Merino,es ESP,FW,LeganĂ©s,27,80000,187,right,La Liga,13.0,376.0,8.0,0.0,0.0,0.0,1.0,0.0,94.0,0.0,0.0,6.0,6.0,2.0,10.0,152.0,4.0,3.0,0.0,6.0,6.0,12.0,295.0,10.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,2.0,3.0,0.0,5.0,138.0,8.0,2.0,0.0,4.0,4.0,2,78,0,0,0,0,0,0,21,0,0,0,1,1,0,28,1,0,0,0,1
Sacha Boey,fr FRA,DF,Rennes,18,1000000,178,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5,172,1,0,0,0,1,0,81,0,12,7,2,3,7,103,1,0,0,2,4
Sada Thioub,sn SEN,"MF,FW",Angers,24,2000000,179,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,38.0,2476.0,36.0,0.0,3.0,5.0,3.0,0.0,988.0,1.0,29.0,35.0,41.0,11.0,14.0,1349.0,126.0,3.0,0.0,39.0,28.0,23,1508,14,0,1,2,3,0,696,2,15,21,20,9,8,922,101,4,0,24,36
Sadio ManĂ©,sn SEN,FW,Liverpool,27,120000000,174,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2747,76,0,18,7,3,0,1162,0,10,50,30,11,5,1590,116,14,0,46,51
Salif SanĂ©,sn SEN,DF,Schalke 04,28,9000000,196,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1126,9,0,2,1,3,0,681,0,1,20,19,10,82,840,14,0,1,11,21
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,33,1000000,184,right,Bundesliga,31.0,2207.0,48.0,0.0,12.0,3.0,0.0,0.0,635.0,0.0,4.0,18.0,40.0,13.0,17.0,939.0,71.0,11.0,0.0,22.0,33.0,30.0,2317.0,45.0,0.0,8.0,2.0,0.0,0.0,713.0,0.0,8.0,19.0,33.0,7.0,20.0,1020.0,93.0,17.0,0.0,29.0,23.0,5,146,6,0,1,0,0,0,44,0,1,3,4,1,2,75,4,2,1,4,0
Salva Sevilla,es ESP,MF,Mallorca,35,20000,178,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2568,31,0,5,3,10,1,1745,113,10,31,25,13,23,1920,21,1,1,34,20
Salvatore Bocchetti,it ITA,DF,Hellas Verona,32,80000,186,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,303,0,0,0,0,2,0,176,0,5,5,7,6,27,224,2,1,1,5,2
Salvatore Sirigu,it ITA,GK,Torino,32,6000000,192,right,Serie A,37.0,3330.0,0.0,270.0,0.0,0.0,2.0,0.0,1213.0,0.0,0.0,0.0,0.0,0.0,1.0,1368.0,1.0,0.0,2.0,2.0,7.0,36.0,3169.0,0.0,293.0,0.0,0.0,1.0,0.0,1119.0,0.0,0.0,0.0,0.0,0.0,1.0,1207.0,2.0,0.0,0.0,1.0,3.0,36,3240,0,334,0,0,4,0,1162,0,0,0,0,0,1,1266,1,0,0,0,2
Sam Byram,eng ENG,DF,Norwich City,25,2000000,183,right,Premier League,5.0,248.0,5.0,0.0,0.0,0.0,1.0,0.0,125.0,0.0,29.0,9.0,8.0,7.0,12.0,172.0,5.0,1.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,17,1293,16,0,0,0,4,0,763,0,128,46,50,20,75,1013,14,1,0,16,8
Sam Surridge,eng ENG,FW,Bournemouth,21,45000,190,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,2,0,0,0,0,0,10,0,0,0,1,1,0,20,2,0,0,1,1
Saman Ghoddos,ir IRN,FW,Amiens,25,3000000,177,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,27.0,1827.0,42.0,0.0,4.0,4.0,4.0,0.0,610.0,63.0,12.0,33.0,25.0,3.0,12.0,840.0,36.0,5.0,0.0,29.0,43.0,5,231,6,0,1,0,1,0,96,6,2,3,5,2,4,129,5,1,0,7,1
Sambou Sissoko,fr FRA,"MF,FW",Reims,20,45000,179,both,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32,0,0,0,0,0,0,6,0,0,0,0,1,3,10,0,0,0,0,0
Sami Ben Amar,ma MAR,FW,NĂ®mes,21,35000,185,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,0,0,0,0,0,8,0,0,1,1,1,1,13,0,0,0,0,0
Sami Khedira,de GER,MF,Juventus,32,5000000,189,right,Serie A,26.0,1912.0,33.0,0.0,9.0,2.0,1.0,0.0,982.0,0.0,11.0,13.0,33.0,4.0,14.0,1131.0,13.0,6.0,0.0,13.0,10.0,10.0,706.0,18.0,0.0,2.0,1.0,0.0,0.0,359.0,0.0,4.0,13.0,8.0,5.0,4.0,419.0,2.0,0.0,0.0,5.0,5.0,12,681,12,0,0,1,3,0,330,0,9,17,20,4,11,416,3,0,0,15,4
Samir HandanoviÄ‡,si SVN,GK,Inter,35,4000000,193,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3150,0,264,0,0,2,0,1114,0,0,0,0,0,1,1178,1,0,1,1,6
Samir Santos,br BRA,DF,Udinese,24,3800000,188,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1546,5,0,1,0,3,0,755,0,22,44,29,22,81,935,6,1,1,22,23
Samir Ujkani,xk KVX,GK,Torino,31,20000,186,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,0,9,0,0,0,0,52,0,0,0,0,0,0,55,0,0,0,0,0
Samu Castillejo,es ESP,"FW,MF",Milan,24,11000000,182,left,Serie A,30.0,2066.0,56.0,0.0,6.0,5.0,4.0,0.0,992.0,60.0,6.0,36.0,63.0,18.0,13.0,1352.0,88.0,7.0,0.0,43.0,66.0,31.0,1023.0,31.0,0.0,4.0,2.0,3.0,0.0,508.0,26.0,18.0,17.0,19.0,14.0,7.0,687.0,49.0,4.0,2.0,27.0,26.0,22,1209,31,0,2,3,3,1,560,26,12,25,37,18,6,755,45,7,0,14,20
Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,20,27000000,172,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2048,50,0,3,2,2,0,750,3,8,18,29,9,8,1066,99,12,1,16,50
Samuel Di Carmine,it ITA,FW,Hellas Verona,30,1000000,187,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1293,30,0,8,0,3,0,256,0,0,3,3,0,11,387,7,17,0,33,26
Samuel Fridjonsson,is ISL,MF,Paderborn 07,23,400,186,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,192,0,0,0,0,1,0,103,0,0,3,4,2,7,128,2,0,1,2,1
Samuel Grandsir,fr FRA,"FW,MF",Brest,22,2000000,170,right,Ligue 1,36.0,2604.0,47.0,0.0,3.0,4.0,3.0,0.0,949.0,3.0,10.0,57.0,35.0,22.0,5.0,1385.0,125.0,13.0,0.0,52.0,45.0,20.0,474.0,2.0,0.0,0.0,0.0,0.0,2.0,386.0,0.0,12.0,24.0,4.0,0.0,0.0,228.0,24.0,4.0,0.0,4.0,6.0,24,1492,29,0,3,1,0,0,537,2,4,33,20,7,8,754,54,6,0,20,17
Samuel Kalu,ng NGA,"FW,DF",Bordeaux,21,6000000,176,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,21.0,1281.0,41.0,0.0,3.0,2.0,3.0,1.0,563.0,43.0,5.0,24.0,14.0,12.0,2.0,801.0,97.0,2.0,0.0,19.0,38.0,20,1357,40,0,1,1,4,0,524,1,30,43,21,19,10,784,88,4,2,31,30
Samuel Moutoussamy,cd COD,"DF,FW",Nantes,22,3000000,176,left,Ligue 1,7.0,431.0,5.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,12.0,14.0,8.0,7.0,4.0,209.0,13.0,0.0,0.0,4.0,3.0,28.0,1648.0,27.0,0.0,2.0,3.0,0.0,0.0,663.0,5.0,4.0,38.0,20.0,5.0,12.0,837.0,28.0,3.0,0.0,17.0,11.0,18,523,4,0,0,0,0,0,318,1,28,6,9,2,6,380,20,1,0,1,5
Samuel PĂ©rez,es ESP,GK,Valladolid,22,25000,188,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,0,5,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0
Samuel Umtiti,fr FRA,DF,Barcelona,25,32000000,182,left,La Liga,25.0,2189.0,11.0,0.0,1.0,0.0,7.0,0.0,1591.0,0.0,5.0,40.0,30.0,30.0,55.0,1768.0,8.0,4.0,0.0,23.0,25.0,14.0,1189.0,2.0,0.0,0.0,1.0,4.0,0.0,892.0,0.0,3.0,10.0,20.0,15.0,33.0,979.0,10.0,2.0,1.0,13.0,16.0,13,949,0,0,0,0,6,0,808,0,5,15,3,13,47,899,6,1,0,20,16
Sander Berge,no NOR,MF,Sheffield Utd,21,20000000,195,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,943,5,0,1,1,0,0,386,0,3,26,28,3,16,497,17,1,0,18,5
Sandro RamĂ­rez,es ESP,"FW,MF",Valladolid,24,3000000,175,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1306,45,0,3,1,2,0,376,20,1,9,12,5,3,559,44,10,0,15,42
Sandro Tonali,it ITA,MF,Brescia,19,31000000,181,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3014,27,0,1,7,9,0,1582,128,1,52,57,32,46,1904,49,0,0,42,60
Santi Cazorla,es ESP,MF,Villarreal,34,3000000,168,both,La Liga,,,,,,,,,,,,,,,,,,,,,,35.0,2647.0,27.0,0.0,4.0,10.0,2.0,0.0,1744.0,114.0,7.0,71.0,40.0,23.0,26.0,2055.0,86.0,0.0,1.0,22.0,58.0,35,2450,39,0,11,9,3,0,1733,96,10,44,35,13,9,2006,72,3,0,28,37
Santi Mina,es ESP,"FW,MF",Celta Vigo,23,14000000,181,right,La Liga,32.0,1560.0,42.0,0.0,12.0,2.0,4.0,0.0,470.0,0.0,2.0,16.0,18.0,4.0,15.0,695.0,34.0,11.0,0.0,25.0,35.0,30.0,1852.0,42.0,0.0,7.0,5.0,4.0,0.0,477.0,0.0,1.0,19.0,25.0,4.0,16.0,746.0,35.0,13.0,0.0,40.0,41.0,34,1944,48,0,6,3,4,0,706,2,15,14,24,11,27,996,30,11,0,45,40
Santiago Arias,co COL,DF,AtlĂ©tico Madrid,27,12000000,177,right,La Liga,,,,,,,,,,,,,,,,,,,,,,25.0,1772.0,9.0,0.0,1.0,1.0,4.0,0.0,1037.0,0.0,173.0,55.0,28.0,25.0,46.0,1223.0,23.0,2.0,0.0,21.0,32.0,14,1076,6,0,0,1,1,0,653,0,113,30,28,9,35,780,7,1,0,8,16
Santiago AscacĂ­bar,ar ARG,MF,Hertha BSC,22,8000000,168,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,634,2,0,0,1,2,0,308,1,2,32,22,8,19,402,10,0,0,11,5
Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,26,4000000,184,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,746,20,0,5,1,1,0,191,0,6,10,5,3,5,309,24,7,0,12,7
Sarpreet Singh,nz NZL,"FW,MF",Bayern Munich,20,90000,175,left,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,72,1,0,0,0,0,0,29,0,0,1,0,0,0,33,0,1,0,3,0
Sasa Lukic,rs SRB,MF,Torino,22,3500000,183,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1861,18,0,1,1,5,1,843,9,3,44,36,17,20,1030,34,2,0,43,21
SaĂ®f-Eddine Khaoui,tn TUN,"MF,FW",Marseille,24,2000000,180,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,106,5,0,0,0,1,0,59,5,0,3,2,1,3,82,4,0,0,4,1
SaĂşl Ă‘Ă­guez,es ESP,"MF,DF",AtlĂ©tico Madrid,24,72000000,184,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3072,41,0,6,0,10,0,1732,0,68,98,102,22,92,2170,37,6,1,63,26
Scott Dann,eng ENG,DF,Crystal Palace,32,2000000,194,right,Premier League,17.0,1435.0,19.0,0.0,1.0,0.0,4.0,0.0,578.0,0.0,2.0,11.0,22.0,14.0,73.0,727.0,6.0,2.0,0.0,12.0,3.0,10.0,663.0,6.0,0.0,0.0,1.0,1.0,0.0,243.0,1.0,1.0,5.0,24.0,2.0,62.0,343.0,4.0,0.0,0.0,4.0,0.0,16,1266,8,0,0,1,0,0,555,0,1,12,17,11,80,683,6,0,0,5,0
Scott McTominay,sco SCO,MF,Manchester Utd,22,22000000,193,right,Premier League,13.0,634.0,3.0,0.0,0.0,0.0,2.0,0.0,347.0,0.0,0.0,11.0,8.0,14.0,8.0,415.0,4.0,0.0,0.0,7.0,15.0,16.0,867.0,15.0,0.0,2.0,0.0,1.0,0.0,455.0,0.0,2.0,16.0,12.0,5.0,21.0,557.0,9.0,1.0,0.0,11.0,16.0,27,1772,30,0,4,1,2,0,995,0,1,50,39,23,52,1289,47,0,0,36,53
Sead KolaĹˇinac,ba BIH,DF,Arsenal,26,10000000,183,left,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1701,4,0,0,2,4,0,1031,0,111,35,23,15,45,1182,18,5,1,20,16
Sean Longstaff,eng ENG,MF,Newcastle Utd,21,17000000,181,right,Premier League,,,,,,,,,,,,,,,,,,,,,,9.0,687.0,8.0,0.0,1.0,0.0,2.0,0.0,295.0,0.0,0.0,25.0,19.0,10.0,12.0,381.0,6.0,0.0,0.0,7.0,8.0,23,1378,26,0,1,1,2,1,657,11,1,43,31,19,30,850,14,0,2,17,26
Sebastiaan Bornauw,be BEL,DF,KĂ¶ln,20,11000000,191,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2447,18,0,6,0,5,1,1214,0,3,48,44,25,140,1496,11,2,0,41,9
Sebastian Andersson,se SWE,FW,Union Berlin,28,4000000,190,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2682,61,0,12,1,5,0,795,0,0,18,31,6,40,1211,42,21,0,61,40
Sebastian Langkamp,de GER,DF,Werder Bremen,31,80000,191,right,Bundesliga,21.0,1366.0,6.0,0.0,0.0,0.0,4.0,0.0,754.0,0.0,1.0,18.0,24.0,25.0,83.0,918.0,1.0,1.0,0.0,23.0,21.0,21.0,1414.0,6.0,0.0,0.0,0.0,4.0,0.0,956.0,0.0,3.0,30.0,23.0,13.0,93.0,1125.0,3.0,1.0,0.0,13.0,15.0,5,314,4,0,0,0,3,0,190,0,0,5,8,1,22,231,1,0,1,5,6
Sebastian Polter,de GER,FW,Union Berlin,28,1000000,192,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,330,6,0,2,2,1,1,81,0,1,3,4,1,1,131,3,7,0,10,8
Sebastian PrĂ¶dl,at AUT,DF,Watford,32,1000000,194,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,2,0,0,0,0,0,10,0,0,0,0,0,4,16,0,0,0,1,0
Sebastian Rode,de GER,MF,Eint Frankfurt,28,4000000,179,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,12.0,923.0,4.0,0.0,0.0,0.0,4.0,0.0,539.0,21.0,2.0,34.0,25.0,12.0,20.0,663.0,17.0,0.0,1.0,16.0,11.0,29,1936,12,0,3,3,6,0,1209,16,9,65,36,29,15,1415,21,1,1,40,24
Sebastian Rudy,de GER,MF,Hoffenheim,29,5000000,180,right,Bundesliga,25.0,1515.0,19.0,0.0,1.0,4.0,2.0,0.0,1062.0,23.0,3.0,42.0,22.0,22.0,10.0,1217.0,13.0,0.0,0.0,21.0,15.0,21.0,1356.0,5.0,0.0,0.0,0.0,4.0,0.0,670.0,8.0,4.0,43.0,24.0,12.0,18.0,801.0,19.0,0.0,0.0,28.0,19.0,32,2734,25,0,1,3,9,0,1533,47,55,76,31,19,51,1808,25,1,0,28,34
Sebastian Schonlau,de GER,DF,Paderborn 07,24,1000000,185,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2070,11,0,2,0,2,0,1426,0,2,66,54,30,168,1760,10,1,0,20,22
Sebastian Vasiliadis,gr GRE,MF,Paderborn 07,21,3000000,177,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2808,38,0,1,1,10,0,1070,2,9,88,52,29,67,1483,86,0,0,49,24
Sebastian Walukiewicz,pl POL,DF,Cagliari,19,3000000,188,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1165,1,0,0,0,1,0,607,0,33,16,33,3,49,712,10,0,0,5,2
Sebastiano Esposito,it ITA,FW,Inter,17,9000000,186,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,199,10,0,1,0,2,0,62,6,0,3,5,3,0,103,4,1,0,7,4
Sebastiano Luperto,it ITA,DF,Napoli,22,4000000,191,left,Serie A,,,,,,,,,,,,,,,,,,,,,,12.0,728.0,3.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,14.0,8.0,10.0,5.0,32.0,526.0,0.0,0.0,0.0,10.0,7.0,9,529,1,0,0,0,2,0,381,0,8,12,10,2,21,427,0,0,0,7,1
