player,nationality,position,squad,age,value,height,foot,league,games_17,minutes_17,shots_total_17,goal_kicks_17,goals_17,assists_17,cards_yellow_17,cards_red_17,passes_17,corner_kicks_17,throw_ins_17,tackles_17,blocks_17,interceptions_17,clearances_17,touches_17,dribbles_17,offsides_17,errors_17,fouls_17,fouled_17,games_18,minutes_18,shots_total_18,goal_kicks_18,goals_18,assists_18,cards_yellow_18,cards_red_18,passes_18,corner_kicks_18,throw_ins_18,tackles_18,blocks_18,interceptions_18,clearances_18,touches_18,dribbles_18,offsides_18,errors_18,fouls_18,fouled_18,games_19,minutes_19,shots_total_19,goal_kicks_19,goals_19,assists_19,cards_yellow_19,cards_red_19,passes_19,corner_kicks_19,throw_ins_19,tackles_19,blocks_19,interceptions_19,clearances_19,touches_19,dribbles_19,offsides_19,errors_19,fouls_19,fouled_19
Riyad Mahrez,dz ALG,FW,Manchester City,28,48000000,179,left,Premier League,36.0,2950.0,73.0,0.0,12.0,10.0,2.0,0.0,1447.0,92.0,33.0,37.0,42.0,16.0,5.0,1879.0,132.0,11.0,0.0,23.0,56.0,27.0,1343.0,54.0,0.0,7.0,4.0,0.0,0.0,884.0,44.0,11.0,14.0,20.0,14.0,5.0,1069.0,55.0,9.0,0.0,10.0,15.0,33,1944,73,0,11,9,0,0,1188,55,9,32,38,15,7,1476,93,13,0,13,29
Riza Durmisi,dk DEN,DF,Nice,25,2000000,168,left,Ligue 1,24.0,2080.0,17.0,0.0,2.0,2.0,4.0,0.0,1053.0,1.0,131.0,28.0,44.0,13.0,31.0,1231.0,18.0,2.0,1.0,15.0,12.0,10.0,326.0,4.0,0.0,0.0,1.0,4.0,0.0,164.0,1.0,20.0,5.0,4.0,2.0,8.0,193.0,7.0,0.0,0.0,7.0,4.0,4,160,1,0,0,0,0,0,100,5,15,1,3,1,4,117,3,0,1,1,0
Rob Holding,eng ENG,DF,Arsenal,23,9000000,189,right,Premier League,12.0,822.0,1.0,0.0,0.0,0.0,3.0,0.0,594.0,0.0,4.0,14.0,24.0,10.0,34.0,693.0,5.0,0.0,0.0,9.0,5.0,10.0,807.0,1.0,0.0,0.0,0.0,1.0,0.0,614.0,0.0,4.0,14.0,19.0,8.0,32.0,691.0,6.0,0.0,0.0,6.0,2.0,8,581,1,0,0,0,1,0,338,0,1,6,19,3,45,421,6,0,2,4,3
Robbie Brady,ie IRL,MF,Burnley,27,4000000,176,left,Premier League,15.0,1277.0,24.0,0.0,1.0,2.0,3.0,0.0,588.0,64.0,8.0,28.0,20.0,11.0,20.0,736.0,32.0,3.0,0.0,20.0,12.0,16.0,720.0,12.0,0.0,0.0,1.0,3.0,1.0,287.0,20.0,7.0,12.0,17.0,8.0,13.0,382.0,13.0,0.0,1.0,12.0,4.0,17,454,12,0,1,2,1,0,167,4,2,10,14,6,8,249,10,1,0,8,4
Rober Correa,es ESP,DF,Eibar,26,600,180,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,929,5,0,0,0,3,0,513,0,133,16,21,5,49,628,7,0,0,15,10
Robert Andrich,de GER,MF,Union Berlin,24,2000000,187,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2572,50,0,1,2,13,1,1204,7,2,78,39,37,65,1547,38,0,0,66,38
Robert BeriÄ‡,si SVN,"FW,MF",Saint-Ă‰tienne,28,2400000,188,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,413,7,0,1,0,0,0,71,0,0,4,3,2,1,115,6,7,0,8,5
Robert IbĂˇĂ±ez,es ESP,"MF,FW",Osasuna,26,600,175,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,537,8,0,1,0,3,0,173,0,0,12,11,6,0,269,25,1,0,9,20
Robert Lewandowski,pl POL,FW,Bayern Munich,30,56000000,185,right,Bundesliga,30.0,2172.0,121.0,0.0,29.0,2.0,1.0,0.0,613.0,0.0,0.0,4.0,11.0,6.0,9.0,926.0,51.0,26.0,0.0,37.0,37.0,33.0,2957.0,138.0,0.0,22.0,7.0,2.0,0.0,764.0,0.0,0.0,12.0,16.0,3.0,15.0,1158.0,83.0,29.0,0.0,26.0,47.0,31,2759,134,0,34,4,5,0,783,0,0,19,16,4,13,1203,106,18,0,32,43
Robert Skov,dk DEN,"DF,FW",Hoffenheim,23,10000000,185,left,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2608,63,0,4,7,4,0,1340,68,155,47,45,18,41,1686,73,2,1,21,36
Robert Snodgrass,sco SCO,"MF,FW",West Ham,31,4000000,182,left,Premier League,,,,,,,,,,,,,,,,,,,,,,33.0,2220.0,31.0,0.0,2.0,5.0,10.0,0.0,1156.0,116.0,7.0,45.0,26.0,13.0,19.0,1447.0,59.0,3.0,0.0,36.0,49.0,24,1509,21,0,5,5,4,0,635,72,1,27,21,1,16,805,27,4,0,20,32
Roberto,es ESP,GK,West Ham,33,800,192,right,Premier League,34.0,3060.0,1.0,221.0,0.0,0.0,0.0,0.0,797.0,0.0,0.0,0.0,0.0,0.0,4.0,965.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,17,1477,1,80,0,0,1,0,470,0,0,1,0,0,0,534,0,0,0,0,3
Roberto Firmino,br BRA,FW,Liverpool,27,72000000,181,right,Premier League,37.0,2763.0,81.0,0.0,15.0,7.0,1.0,0.0,1203.0,1.0,13.0,57.0,48.0,18.0,8.0,1582.0,75.0,14.0,0.0,58.0,18.0,34.0,2607.0,73.0,0.0,12.0,6.0,0.0,0.0,1303.0,1.0,16.0,33.0,40.0,9.0,14.0,1647.0,78.0,9.0,1.0,40.0,11.0,38,2988,100,0,9,8,0,0,1171,0,11,37,47,11,16,1573,97,6,0,29,16
Roberto Gagliardini,it ITA,MF,Inter,25,12000000,188,right,Serie A,30.0,1988.0,22.0,0.0,0.0,0.0,8.0,0.0,1438.0,0.0,3.0,66.0,18.0,34.0,37.0,1674.0,19.0,1.0,0.0,44.0,35.0,19.0,1087.0,22.0,0.0,5.0,0.0,4.0,0.0,798.0,0.0,2.0,29.0,24.0,16.0,26.0,952.0,12.0,1.0,0.0,28.0,19.0,24,1797,34,0,4,2,5,0,937,1,6,41,41,20,21,1171,16,4,0,34,24
Roberto Inglese,it ITA,FW,Parma,27,12000000,186,right,Serie A,34.0,2782.0,76.0,0.0,12.0,1.0,3.0,0.0,563.0,0.0,0.0,32.0,31.0,5.0,19.0,961.0,56.0,42.0,0.0,38.0,24.0,25.0,1965.0,45.0,0.0,9.0,0.0,3.0,0.0,410.0,0.0,1.0,17.0,31.0,4.0,28.0,736.0,59.0,29.0,0.0,56.0,33.0,17,766,23,0,4,0,1,0,153,0,0,10,10,2,1,262,16,10,0,19,7
Roberto LĂłpez,es ESP,MF,Real Sociedad,19,90000,178,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,51,0,0,0,1,0,0,46,0,1,3,2,0,2,55,3,0,0,0,0
Roberto Pereyra,ar ARG,"FW,MF",Watford,28,9000000,182,both,Premier League,32.0,1624.0,34.0,0.0,5.0,2.0,3.0,0.0,737.0,17.0,6.0,9.0,27.0,13.0,6.0,978.0,57.0,2.0,0.0,18.0,27.0,33.0,2815.0,56.0,0.0,6.0,1.0,3.0,0.0,1187.0,17.0,23.0,24.0,50.0,19.0,19.0,1585.0,93.0,2.0,1.0,27.0,37.0,28,1648,19,0,3,0,4,0,654,22,12,16,39,11,5,898,61,6,1,21,33
Roberto Piccoli,it ITA,FW,Atalanta,18,1000000,190,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,1,0,0,0,0,0,6,0,0,0,1,0,0,9,0,0,0,0,1
Roberto Rosales,ve VEN,DF,LeganĂ©s,30,1000000,174,right,La Liga,35.0,3122.0,18.0,0.0,1.0,0.0,10.0,0.0,1893.0,39.0,284.0,89.0,75.0,42.0,65.0,2217.0,29.0,3.0,2.0,46.0,22.0,21.0,1749.0,18.0,0.0,3.0,1.0,2.0,0.0,1141.0,0.0,191.0,43.0,40.0,19.0,88.0,1390.0,23.0,1.0,0.0,34.0,17.0,25,1871,9,0,0,1,7,0,920,8,207,39,38,10,58,1114,18,2,0,33,7
Roberto Soldado,es ESP,FW,Granada,34,80000,180,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2347,33,0,7,4,14,0,568,0,1,16,16,7,17,789,26,20,0,43,43
Roberto Soriano,it ITA,MF,Bologna,28,6000000,182,right,Serie A,22.0,1140.0,23.0,0.0,0.0,0.0,3.0,0.0,505.0,3.0,2.0,17.0,22.0,6.0,3.0,644.0,20.0,7.0,0.0,35.0,33.0,28.0,936.0,10.0,0.0,0.0,4.0,2.0,0.0,470.0,8.0,4.0,18.0,24.0,12.0,4.0,586.0,22.0,6.0,0.0,28.0,20.0,29,2469,37,0,5,5,4,2,1227,6,9,52,31,10,20,1484,41,4,1,57,44
Roberto Torres,es ESP,"MF,FW",Osasuna,30,4000000,178,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2717,72,0,7,8,1,0,1118,66,30,24,57,22,50,1472,53,2,0,19,32
Robin Bormuth,de GER,DF,DĂĽsseldorf,23,1000000,190,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,10.0,616.0,0.0,0.0,0.0,0.0,2.0,0.0,279.0,0.0,1.0,5.0,7.0,2.0,54.0,351.0,1.0,1.0,4.0,5.0,3.0,3,181,0,0,0,0,0,0,74,0,0,2,6,0,14,97,0,0,1,0,2
Robin Gosens,de GER,DF,Atalanta,25,20000000,183,left,Serie A,21.0,1451.0,11.0,0.0,1.0,2.0,1.0,0.0,862.0,2.0,99.0,60.0,34.0,19.0,37.0,1054.0,20.0,6.0,0.0,20.0,17.0,28.0,1942.0,25.0,0.0,3.0,2.0,2.0,0.0,1256.0,1.0,161.0,67.0,59.0,38.0,40.0,1538.0,48.0,8.0,0.0,27.0,31.0,34,2617,52,0,9,7,3,0,1503,0,144,60,56,17,58,1840,46,6,0,30,38
Robin Knoche,de GER,DF,Wolfsburg,27,6000000,190,right,Bundesliga,24.0,2102.0,5.0,0.0,1.0,2.0,2.0,0.0,1380.0,0.0,5.0,27.0,39.0,17.0,130.0,1600.0,5.0,1.0,1.0,18.0,12.0,31.0,2790.0,14.0,0.0,3.0,0.0,0.0,0.0,2013.0,0.0,5.0,25.0,53.0,26.0,163.0,2306.0,7.0,0.0,1.0,15.0,18.0,21,1594,4,0,1,0,2,0,936,0,6,40,40,25,117,1159,8,3,2,8,5
Robin Koch,de GER,"DF,MF",Freiburg,23,14000000,191,right,Bundesliga,26.0,1919.0,14.0,0.0,2.0,1.0,3.0,0.0,960.0,1.0,1.0,35.0,37.0,25.0,103.0,1200.0,11.0,0.0,1.0,31.0,16.0,24.0,1901.0,9.0,0.0,1.0,0.0,3.0,0.0,914.0,0.0,5.0,25.0,29.0,21.0,73.0,1099.0,7.0,2.0,2.0,20.0,18.0,32,2705,32,0,1,0,3,0,1466,0,2,41,43,18,155,1789,8,0,3,27,20
Robin Le Normand,fr FRA,DF,Real Sociedad,22,12000000,187,right,La Liga,,,,,,,,,,,,,,,,,,,,,,4.0,284.0,5.0,0.0,0.0,1.0,1.0,0.0,223.0,0.0,0.0,6.0,5.0,6.0,15.0,257.0,2.0,0.0,1.0,3.0,2.0,31,2394,12,0,1,0,6,0,1695,0,5,46,22,14,151,1944,0,0,1,28,22
Robin Olsen,se SWE,GK,Cagliari,29,6000000,196,right,Serie A,,,,,,,,,,,,,,,,,,,,,,27.0,2430.0,0.0,207.0,0.0,0.0,2.0,0.0,846.0,0.0,0.0,0.0,1.0,0.0,1.0,913.0,0.0,0.0,1.0,1.0,7.0,17,1524,0,159,0,0,0,1,500,0,1,0,0,0,0,558,0,0,0,0,4
Robin Quaison,se SWE,"FW,MF",Mainz 05,25,10000000,183,right,Bundesliga,24.0,1409.0,40.0,0.0,4.0,1.0,3.0,0.0,291.0,0.0,3.0,17.0,23.0,3.0,11.0,494.0,29.0,4.0,0.0,31.0,16.0,28.0,2194.0,46.0,0.0,7.0,3.0,1.0,0.0,459.0,1.0,5.0,21.0,12.0,4.0,5.0,703.0,60.0,10.0,0.0,33.0,22.0,32,2602,72,0,13,2,2,0,577,3,9,27,33,13,10,900,62,17,0,26,34
Robin Zentner,de GER,GK,Mainz 05,24,3000000,195,right,Bundesliga,15.0,1350.0,0.0,124.0,0.0,0.0,1.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,0.0,1.0,1.0,0.0,10.0,900.0,0.0,91.0,0.0,0.0,1.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,2.0,22,1935,0,196,0,0,1,0,800,0,0,0,0,0,0,880,2,0,2,0,2
Rodri,es ESP,MF,Manchester City,23,64000000,191,right,Premier League,37.0,3227.0,33.0,0.0,1.0,3.0,8.0,0.0,2462.0,3.0,0.0,87.0,61.0,36.0,65.0,2787.0,37.0,2.0,0.0,79.0,37.0,34.0,2735.0,26.0,0.0,3.0,1.0,5.0,0.0,1937.0,0.0,0.0,108.0,50.0,30.0,67.0,2227.0,28.0,1.0,0.0,59.0,43.0,35,2486,24,0,3,2,8,0,2537,0,2,64,28,15,61,2777,31,0,0,43,32
Rodrigo,es ESP,FW,Valencia,28,30000000,182,left,La Liga,37.0,2670.0,91.0,0.0,16.0,4.0,4.0,0.0,922.0,2.0,2.0,18.0,14.0,19.0,6.0,1252.0,79.0,20.0,0.0,28.0,40.0,33.0,2528.0,76.0,0.0,8.0,6.0,5.0,1.0,867.0,3.0,6.0,16.0,19.0,4.0,18.0,1209.0,91.0,14.0,0.0,23.0,41.0,27,1880,39,0,4,7,2,1,632,0,3,11,14,7,16,847,41,8,0,19,27
Rodrigo Becao,br BRA,DF,Udinese,23,4500000,191,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2213,8,0,1,1,8,0,1042,0,7,69,50,30,95,1298,6,1,1,44,27
Rodrigo Bentancur,uy URU,MF,Juventus,22,40000000,187,right,Serie A,20.0,581.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,1.0,1.0,28.0,10.0,5.0,11.0,609.0,16.0,0.0,0.0,13.0,12.0,31.0,2003.0,21.0,0.0,2.0,3.0,8.0,1.0,1239.0,1.0,5.0,50.0,38.0,39.0,44.0,1480.0,43.0,2.0,1.0,39.0,15.0,30,2196,16,0,0,7,9,0,1641,41,6,77,58,25,34,1908,41,3,0,53,28
Rodrigo De Paul,ar ARG,MF,Udinese,25,20000000,180,right,Serie A,37.0,2319.0,49.0,0.0,4.0,8.0,4.0,0.0,1105.0,75.0,17.0,31.0,44.0,15.0,5.0,1477.0,122.0,4.0,0.0,29.0,62.0,36.0,3189.0,80.0,0.0,9.0,9.0,7.0,0.0,1837.0,107.0,24.0,55.0,53.0,36.0,7.0,2297.0,145.0,1.0,0.0,31.0,94.0,34,2822,86,0,7,6,5,1,1843,117,22,63,51,23,10,2268,96,2,0,33,76
Rodrigo Ely,br BRA,DF,AlavĂ©s,25,1000000,188,right,La Liga,31.0,2691.0,20.0,0.0,1.0,1.0,11.0,2.0,1035.0,0.0,3.0,25.0,63.0,28.0,141.0,1311.0,4.0,2.0,0.0,27.0,18.0,5.0,430.0,3.0,0.0,0.0,0.0,1.0,0.0,135.0,0.0,0.0,6.0,16.0,4.0,50.0,219.0,0.0,0.0,0.0,7.0,2.0,25,2121,6,0,2,0,9,1,839,0,0,27,38,12,178,1111,4,2,1,34,12
Rodrigo Palacio,ar ARG,FW,Bologna,37,40000,176,right,Serie A,28.0,2065.0,32.0,0.0,4.0,2.0,9.0,0.0,706.0,0.0,10.0,26.0,18.0,10.0,10.0,1044.0,80.0,19.0,0.0,40.0,53.0,28.0,2329.0,46.0,0.0,3.0,6.0,6.0,0.0,815.0,0.0,6.0,21.0,38.0,5.0,18.0,1190.0,82.0,25.0,0.0,22.0,65.0,35,2517,59,0,7,3,5,0,1027,0,5,23,25,2,38,1433,77,29,1,30,53
Rodrigo Riquelme,es ESP,MF,AtlĂ©tico Madrid,19,2000000,174,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,1,0,0,0,0,0,3,0,0,0,1,0,0,8,0,0,0,0,1
Rodrigo TarĂ­n,es ESP,DF,LeganĂ©s,23,1200000,183,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,951,2,0,0,0,1,0,239,0,4,11,10,1,87,353,0,0,0,7,7
Rodrygo,br BRA,FW,Real Madrid,18,45000000,174,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1019,16,0,2,0,0,0,511,1,8,5,17,8,5,648,48,5,0,8,19
Roger AssalĂ©,ci CIV,"FW,MF",LeganĂ©s,25,6000000,167,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,531,11,0,2,1,1,0,127,0,2,3,6,0,1,192,20,7,0,8,11
Roger Ibanez,br BRA,DF,Roma,20,15000000,186,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,614,3,0,0,0,1,0,326,0,1,13,12,10,31,402,5,0,1,15,13
Roger MartĂ­,es ESP,FW,Levante,28,8000000,179,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2267,53,0,11,1,6,1,448,0,1,20,20,7,16,710,26,10,0,57,32
RogĂ©rio,br BRA,DF,Sassuolo,21,6500000,178,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1015,11,0,1,1,6,0,706,1,86,25,28,2,25,836,20,0,0,19,17
Roland Sallai,hu HUN,"MF,FW",Freiburg,22,3000000,182,both,Bundesliga,,,,,,,,,,,,,,,,,,,,,,10.0,527.0,14.0,0.0,2.0,0.0,3.0,0.0,151.0,0.0,7.0,7.0,5.0,4.0,6.0,247.0,23.0,1.0,0.0,17.0,19.0,21,1162,34,0,2,0,2,0,343,0,4,22,15,7,5,540,48,9,0,30,42
Rolando Mandragora,it ITA,MF,Udinese,22,12000000,183,left,Serie A,36.0,3240.0,38.0,0.0,2.0,0.0,8.0,0.0,1380.0,15.0,2.0,88.0,63.0,52.0,63.0,1734.0,16.0,2.0,0.0,55.0,61.0,35.0,2918.0,46.0,0.0,3.0,2.0,8.0,1.0,1222.0,37.0,10.0,62.0,54.0,42.0,55.0,1553.0,17.0,1.0,0.0,46.0,40.0,26,2050,55,0,0,2,2,0,973,37,6,52,52,19,29,1245,30,1,0,40,22
Roli Pereira de Sa,fr FRA,MF,Nantes,22,15000,177,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,0,0,0,0,0,12,1,0,0,0,0,0,13,0,0,0,0,0
Romain Amalfitano,fr FRA,MF,Dijon,29,1000000,175,right,Ligue 1,33.0,2703.0,13.0,0.0,0.0,1.0,5.0,0.0,1400.0,2.0,7.0,46.0,43.0,68.0,21.0,1741.0,60.0,0.0,0.0,35.0,52.0,32.0,2522.0,20.0,0.0,0.0,0.0,3.0,1.0,1071.0,0.0,12.0,59.0,50.0,34.0,39.0,1395.0,49.0,1.0,0.0,43.0,30.0,26,1695,11,0,1,1,5,0,892,5,8,43,25,17,22,1092,43,0,1,26,43
Romain Del Castillo,fr FRA,"FW,MF",Rennes,23,4000000,172,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,29.0,1343.0,23.0,0.0,0.0,3.0,1.0,0.0,560.0,13.0,15.0,37.0,23.0,14.0,6.0,773.0,70.0,3.0,0.0,31.0,21.0,21,1242,27,0,2,5,2,0,482,1,9,25,16,7,7,669,57,4,0,21,22
Romain Hamouma,fr FRA,"FW,MF",Saint-Ă‰tienne,32,2000000,179,right,Ligue 1,29.0,1847.0,43.0,0.0,5.0,3.0,4.0,0.0,645.0,42.0,9.0,15.0,20.0,14.0,3.0,880.0,33.0,12.0,0.0,16.0,37.0,27.0,1586.0,35.0,0.0,4.0,4.0,3.0,1.0,590.0,32.0,7.0,31.0,18.0,10.0,5.0,825.0,51.0,4.0,0.0,24.0,34.0,14,865,21,0,6,1,3,1,272,14,1,16,10,0,4,381,27,4,0,14,19
Romain Perraud,fr FRA,DF,Brest,21,2000000,173,left,Ligue 1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,20,1670,20,0,0,1,1,0,1136,0,248,33,42,24,63,1398,31,1,1,22,29
Romain Philippoteaux,fr FRA,"FW,MF",NĂ®mes,31,80000,170,both,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1994,31,0,5,2,3,0,626,10,28,24,28,20,10,849,66,3,0,17,21
Romain Salin,fr FRA,GK,Rennes,35,20000,189,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,360,0,37,0,0,1,0,130,0,0,0,0,0,0,142,0,0,0,0,1
Romain SaĂŻss,ma MAR,DF,Wolves,29,4000000,188,left,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2705,23,0,2,1,12,1,1540,0,10,66,58,27,201,1931,9,2,1,43,24
Romain Thomas,fr FRA,DF,Angers,31,2000000,193,right,Ligue 1,28.0,2470.0,19.0,0.0,2.0,0.0,5.0,0.0,1205.0,0.0,0.0,31.0,47.0,26.0,98.0,1446.0,2.0,3.0,5.0,23.0,25.0,28.0,2394.0,14.0,0.0,2.0,1.0,4.0,0.0,1214.0,0.0,6.0,43.0,46.0,19.0,149.0,1483.0,2.0,0.0,0.0,27.0,17.0,27,2340,8,0,1,2,4,0,1136,0,2,29,53,33,179,1425,3,1,1,21,19
Roman BĂĽrki,ch SUI,GK,Dortmund,28,11000000,187,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2770,0,204,0,0,0,0,1047,0,0,0,1,0,0,1102,2,0,1,0,2
Romario Benzar,ro ROU,DF,Lecce,27,1000000,180,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,97,0,0,0,0,0,0,69,0,12,2,1,0,5,77,1,0,0,2,0
Romelu Lukaku,be BEL,FW,Inter,26,68000000,191,left,Serie A,34.0,2867.0,82.0,0.0,16.0,7.0,4.0,0.0,747.0,0.0,1.0,7.0,15.0,5.0,24.0,1059.0,54.0,19.0,4.0,31.0,16.0,32.0,2136.0,59.0,0.0,12.0,0.0,4.0,0.0,583.0,0.0,0.0,11.0,12.0,4.0,23.0,826.0,38.0,23.0,0.0,18.0,3.0,36,2979,95,0,23,2,2,0,809,0,0,11,18,2,26,1179,40,23,0,47,20
Ronald AraĂşjo,uy URU,DF,Barcelona,20,4000000,188,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,238,1,0,0,0,0,1,208,0,1,4,9,0,11,233,1,0,0,2,1
Ronaldo Vieira,gw GNB,MF,Sampdoria,21,6000000,178,right,Serie A,,,,,,,,,,,,,,,,,,,,,,14.0,599.0,7.0,0.0,0.0,0.0,3.0,0.0,412.0,6.0,0.0,22.0,13.0,3.0,25.0,497.0,12.0,0.0,0.0,19.0,6.0,27,1819,30,0,0,1,11,1,942,17,8,45,29,13,49,1152,24,0,0,40,16
RonaĂ«l Pierre-Gabriel,fr FRA,DF,Mainz 05,21,3000000,177,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,574,2,0,0,1,3,0,279,0,58,20,9,8,28,357,10,0,0,5,7
Rony Lopes,pt POR,FW,Sevilla,23,10000000,174,left,La Liga,38.0,2532.0,70.0,0.0,15.0,6.0,2.0,0.0,841.0,6.0,12.0,46.0,41.0,18.0,9.0,1220.0,82.0,6.0,1.0,39.0,39.0,24.0,1849.0,53.0,0.0,2.0,2.0,1.0,0.0,686.0,77.0,12.0,38.0,24.0,7.0,12.0,954.0,57.0,5.0,0.0,16.0,28.0,6,214,4,0,0,0,0,0,78,3,2,3,3,1,0,99,4,1,0,0,4
Roque Mesa,es ESP,MF,LeganĂ©s,30,5000000,172,right,La Liga,18.0,1098.0,8.0,0.0,0.0,0.0,5.0,0.0,691.0,1.0,2.0,29.0,19.0,10.0,6.0,778.0,10.0,0.0,1.0,24.0,17.0,31.0,1746.0,29.0,0.0,2.0,2.0,11.0,1.0,973.0,10.0,3.0,50.0,20.0,19.0,10.0,1170.0,32.0,2.0,0.0,45.0,26.0,29,2012,26,0,1,3,11,0,905,22,10,45,32,7,6,1152,55,1,0,36,50
Ross Barkley,eng ENG,MF,Chelsea,25,21000000,185,right,Premier League,2.0,129.0,2.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,3.0,0.0,1.0,65.0,3.0,0.0,0.0,1.0,1.0,27.0,1245.0,38.0,0.0,3.0,5.0,1.0,0.0,973.0,0.0,11.0,12.0,14.0,10.0,16.0,1138.0,26.0,0.0,1.0,14.0,27.0,21,1103,40,0,1,4,0,0,616,3,2,16,11,6,12,779,42,0,0,9,15
Rouwen Hennings,de GER,FW,DĂĽsseldorf,31,2000000,180,left,Bundesliga,,,,,,,,,,,,,,,,,,,,,,29.0,1833.0,56.0,0.0,7.0,4.0,3.0,0.0,442.0,0.0,1.0,12.0,15.0,3.0,17.0,624.0,11.0,8.0,0.0,23.0,22.0,32,2459,68,0,15,0,4,0,619,0,3,10,17,5,34,873,35,11,0,24,32
Ruben Aguilar,fr FRA,DF,Monaco,26,6000000,172,right,Ligue 1,31.0,2459.0,15.0,0.0,0.0,3.0,2.0,0.0,1478.0,0.0,279.0,71.0,57.0,33.0,54.0,1796.0,39.0,3.0,1.0,28.0,49.0,29.0,2528.0,13.0,0.0,1.0,4.0,8.0,0.0,1642.0,1.0,274.0,97.0,45.0,26.0,48.0,1973.0,79.0,1.0,2.0,38.0,41.0,19,1072,7,0,0,2,2,2,791,0,107,39,11,11,25,926,26,0,1,10,20
Ruben Gabrielsen,no NOR,DF,Toulouse,27,80000,186,both,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,656,4,0,0,0,0,1,278,0,1,8,7,5,55,354,3,0,0,5,5
Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,23,24000000,191,right,Premier League,24.0,1874.0,32.0,0.0,2.0,3.0,1.0,0.0,711.0,0.0,2.0,15.0,32.0,18.0,22.0,1017.0,89.0,3.0,0.0,17.0,61.0,24.0,998.0,27.0,0.0,6.0,2.0,0.0,0.0,624.0,2.0,3.0,18.0,17.0,6.0,6.0,781.0,42.0,2.0,0.0,10.0,23.0,7,208,4,0,0,1,0,0,131,0,0,0,3,0,3,145,2,0,0,2,3
Ruben Vargas,ch SUI,"FW,MF",Augsburg,20,9000000,174,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2530,60,0,6,1,8,0,657,4,26,35,38,29,31,1045,120,6,1,40,38
